rank,record_key,pmid,pmcid,doi,priority_tier,recommendation,confidence,exclusion_reason,abstract_available,title,rationale,matched_signals,founder_decision_recorded
333,MED:19088021,19088021,PMC2605660,10.1158/1078-0432.ccr-08-1431,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,DNA copy-number alterations underlie gene expression differences between microsatellite stable and unstable colorectal cancers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
334,MED:17373482,17373482,,10.2144/000112315,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,High correspondence between Affymetrix exon and standard expression arrays.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
335,MED:17496320,17496320,,10.1093/bioinformatics/btm254,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,GEOquery: a bridge between the Gene Expression Omnibus (GEO) and BioConductor.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
336,MED:17567617,17567617,PMC1919478,10.1093/nar/gkm348,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Explaining differences in saturation levels for Affymetrix GeneChip arrays.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
337,MED:17608777,17608777,,10.1111/j.1572-0241.2007.01389.x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The importance of recognizing increased cecal inflammation in health and avoiding the misdiagnosis of nonspecific colitis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
338,MED:18094416,18094416,,10.1158/1078-0432.ccr-06-2789,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gene expression-based molecular diagnostic system for malignant gliomas is superior to histological diagnosis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
339,MED:18688287,18688287,PMC2500185,10.1371/journal.pone.0003007,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Exon expression arrays as a tool to identify new cancer genes.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
340,MED:16530701,16530701,,10.1016/j.ccr.2006.02.019,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Molecular subclasses of high-grade glioma predict prognosis, delineate a pattern of disease progression, and resemble stages in neurogenesis.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
341,MED:16613834,16613834,,10.1093/biostatistics/kxj029,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Are clusters found in one dataset present in another dataset?,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
342,MED:16964225,16964225,,10.1038/nbt1236,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Evaluation of DNA microarray results with quantitative gene expression platforms.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
343,MED:16990345,16990345,,10.1093/carcin/bgl176,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Regulation of Cdx2 expression by promoter methylation, and effects of Cdx2 transfection on morphology and gene expression of human esophageal epithelial cells.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
344,MED:15897565,15897565,,10.1158/1078-0432.ccr-04-2398,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Patterns of gene expression that characterize long-term survival in advanced stage serous ovarian cancers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
345,MED:15940994,15940994,,10.1109/tnn.2005.845141,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Survey of clustering algorithms.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
346,MED:16204010,16204010,,10.1200/jco.2005.02.9363,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Unique gene expression profile based on pathologic response in epithelial ovarian cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
347,MED:15084694,15084694,,10.1056/nejmoa040465,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prognostically useful gene-expression profiles in acute myeloid leukemia.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
348,MED:15374961,15374961,,10.1158/0008-5472.can-04-0452,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gene expression profiling of gliomas strongly predicts survival.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
349,MED:15505275,15505275,,10.1200/jco.2004.04.070,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gene expression signature with independent prognostic significance in epithelial ovarian cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
350,MED:14597658,14597658,PMC403769,10.1101/gr.1239303,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Cytoscape: a software environment for integrated models of biomolecular interaction networks.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
351,MED:10221741,10221741,,10.1016/s0022-3956(98)90046-2,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Correlating and predicting psychiatric symptom ratings: Spearman's r versus Kendall's tau correlation.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
352,MED:10362805,10362805,PMC1866613,10.1016/s0002-9440(10)65436-3,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,High prevalence of activated intraepithelial cytotoxic T lymphocytes and increased neoplastic cell apoptosis in colorectal carcinomas with microsatellite instability.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
353,MED:10548103,10548103,,10.1038/44565,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Learning the parts of objects by non-negative matrix factorization.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
354,MED:9396760,9396760,PMC2132620,10.1083/jcb.139.6.1553,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Key role of the Cdx2 homeobox gene in extracellular matrix-mediated intestinal cell differentiation.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
355,MED:3203132,3203132,,10.2307/2531595,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Comparing the areas under two or more correlated receiver operating characteristic curves: a nonparametric approach.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
356,MED:39082680,39082680,PMC11217732,10.1158/0008-5472.can-23-1349,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A Pan-Cancer Patient-Derived Xenograft Histology Image Repository with Genomic and Pathologic Annotations Enables Deep Learning Analysis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|nonhuman_in_title,false
357,MED:36556243,36556243,PMC9784641,10.3390/jpm12122022,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Deep Learning-Based Prediction of Molecular Tumor Biomarkers from H&E: A Practical Review.,The title identifies secondary literature retained only for citation chaining.,classifier_method|secondary_literature_in_title,false
358,MED:42250371,42250371,,10.1016/j.ejso.2026.111910,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Multi-omic biomarkers of neoadjuvant treatment response in rectal cancer: A narrative review.,The title identifies secondary literature retained only for citation chaining.,strong_method_in_record|classifier_method|outcome_or_treatment_in_title|secondary_literature_in_title,false
359,MED:38187459,38187459,PMC10771756,10.1177/11795549231220320,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Artificial Intelligence Applications in the Treatment of Colorectal Cancer: A Narrative Review.,The title identifies secondary literature retained only for citation chaining.,secondary_literature_in_title,false
360,MED:38637796,38637796,PMC11027426,10.1186/s12935-024-03328-y,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Sparassis latifolia and exercise training as complementary medicine mitigated the 5-fluorouracil potent side effects in mice with colorectal cancer: bioinformatics approaches, novel monitoring pathological metrics, screening signatures, and innovative management tactic.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|nonhuman_in_title,false
361,MED:39483315,39483315,PMC11526153,10.1177/11769351241290608,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Advancements and Challenges in the Image-Based Diagnosis of Lung and Colon Cancer: A Comprehensive Review.,The title identifies secondary literature retained only for citation chaining.,secondary_literature_in_title,false
362,MED:38487199,38487199,PMC10877701,10.34133/hds.0005,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,The Applications of Artificial Intelligence in Digestive System Neoplasms: A Review.,The title identifies secondary literature retained only for citation chaining.,secondary_literature_in_title,false
363,MED:35453885,35453885,PMC9028395,10.3390/diagnostics12040837,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Deep Learning on Histopathological Images for Colorectal Cancer Diagnosis: A Systematic Review.,The title identifies secondary literature retained only for citation chaining.,secondary_literature_in_title,false
364,MED:35681570,35681570,PMC9179592,10.3390/cancers14112590,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Recent Applications of Artificial Intelligence from Histopathologic Image-Based Prediction of Microsatellite Instability in Solid Cancers: A Systematic Review.,The title identifies secondary literature retained only for citation chaining.,secondary_literature_in_title,false
365,MED:35758208,35758208,,10.1111/his.14713,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Immune response in colorectal carcinoma: a review of its significance as a predictive and prognostic biomarker.,The title identifies secondary literature retained only for citation chaining.,outcome_or_treatment_in_title|secondary_literature_in_title,false
366,MED:34302062,34302062,PMC8575924,10.1038/s41416-021-01475-x,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,The therapeutic and prognostic implications of immunobiology in colorectal cancer: a review.,The title identifies secondary literature retained only for citation chaining.,outcome_or_treatment_in_title|secondary_literature_in_title,false
367,MED:25468456,25468456,,10.1016/j.ejso.2014.11.001,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Is right-sided colon cancer different to left-sided colorectal cancer? - a systematic review.,The title identifies secondary literature retained only for citation chaining.,secondary_literature_in_title,false
